season,team,games_played,pts,ppg,rpg,apg,spg,bpg,fg_pct,ft_pct,fg3_pct
2020-21,1610612750,72,1392,19.3,4.67,2.93,1.14,0.5,0.417,0.776,0.329
2021-22,1610612750,72,1533,21.3,4.76,3.82,1.46,0.639,0.441,0.786,0.357
2022-23,1610612750,79,1946,24.6,5.8,4.43,1.58,0.734,0.459,0.756,0.369
2023-24,1610612750,79,2049,25.9,5.44,5.13,1.28,0.532,0.461,0.836,0.357
2024-25,1610612750,69,1895,27.5,5.78,4.58,1.14,0.609,0.442,0.841,0.4
