season,team,games_played,pts,ppg,rpg,apg,spg,bpg,fg_pct,ft_pct,fg3_pct
2019-20,1610612739,59,728,12.3,1.88,3.88,0.712,0.0678,0.401,0.875,0.355
2020-21,1610612739,54,941,17.4,2.39,6.09,1.22,0.111,0.451,0.848,0.395
2021-22,1610612739,68,1473,21.7,3.29,8.57,1.31,0.103,0.462,0.892,0.383
2022-23,1610612739,69,1490,21.6,2.68,7.8,1.23,0.13,0.462,0.863,0.41
2023-24,1610612739,57,1028,18.0,2.67,6.54,1.3,0.123,0.446,0.834,0.371
2024-25,1610612739,66,1368,20.7,2.77,6.64,1.23,0.167,0.474,0.882,0.404
