season,team,games_played,pts,ppg,rpg,apg,spg,bpg,fg_pct,ft_pct,fg3_pct
2018-19,1610612742,72,1526,21.2,7.82,5.96,1.07,0.347,0.427,0.713,0.327
2019-20,1610612742,61,1759,28.8,9.39,8.82,1.02,0.23,0.463,0.758,0.316
2020-21,1610612742,66,1830,27.7,7.98,8.59,0.97,0.545,0.479,0.73,0.35
2021-22,1610612742,65,1847,28.4,9.12,8.74,1.15,0.554,0.457,0.744,0.353
2022-23,1610612742,66,2138,32.4,8.62,8.02,1.36,0.5,0.496,0.742,0.342
2023-24,1610612742,70,2370,33.9,9.24,9.8,1.41,0.543,0.487,0.786,0.382
2024-25,1610612742,22,619,28.1,8.32,7.82,2.0,0.409,0.464,0.767,0.354
2024-25,1610612747,17,458,26.9,8.71,7.88,1.82,0.471,0.413,0.77,0.363
2024-25,0,39,1077,27.6,8.49,7.85,1.92,0.436,0.442,0.768,0.358
