season,team,games_played,pts,ppg,rpg,apg,spg,bpg,fg_pct,ft_pct,fg3_pct
2018-19,1610612763,58,798,13.8,4.69,1.1,0.897,1.41,0.506,0.766,0.359
2019-20,1610612763,57,990,17.4,4.6,1.37,0.702,1.61,0.469,0.747,0.394
2020-21,1610612763,11,158,14.4,5.64,1.09,1.09,1.64,0.424,0.833,0.283
2021-22,1610612763,78,1272,16.3,5.82,1.1,0.936,2.27,0.415,0.823,0.319
2022-23,1610612763,63,1173,18.6,6.76,0.952,1.03,3.0,0.506,0.788,0.355
2023-24,1610612763,66,1486,22.5,5.53,2.33,1.21,1.61,0.444,0.808,0.32
2024-25,1610612763,64,1434,22.4,5.69,2.08,1.3,1.59,0.493,0.775,0.365
