season,team,games_played,pts,ppg,rpg,apg,spg,bpg,fg_pct,ft_pct,fg3_pct
2018-19,1610612742,73,678,9.29,2.32,3.15,0.507,0.0548,0.467,0.725,0.348
2019-20,1610612742,57,466,8.18,2.35,3.3,0.386,0.0702,0.466,0.813,0.358
2020-21,1610612742,68,857,12.6,3.4,3.51,0.515,0.0147,0.523,0.795,0.405
2021-22,1610612742,79,1285,16.3,3.91,4.77,0.835,0.038,0.502,0.84,0.373
2022-23,1610612752,68,1633,24.0,3.54,6.19,0.897,0.221,0.491,0.829,0.416
2023-24,1610612752,77,2212,28.7,3.61,6.74,0.909,0.169,0.479,0.847,0.401
2024-25,1610612752,61,1606,26.3,2.97,7.41,0.951,0.0984,0.49,0.825,0.384
