season,team,games_played,pts,ppg,rpg,apg,spg,bpg,fg_pct,ft_pct,fg3_pct
2017-18,1610612763,82,898,11.0,3.13,1.65,0.89,0.207,0.44,0.747,0.356
2018-19,1610612763,18,135,7.5,1.72,0.889,0.556,0.222,0.402,0.733,0.375
2019-20,1610612763,73,1181,16.2,3.33,2.05,0.863,0.37,0.407,0.808,0.358
2020-21,1610612763,67,1151,17.2,2.93,2.34,1.16,0.388,0.419,0.815,0.344
2021-22,1610612763,32,590,18.4,3.19,2.75,1.12,0.25,0.432,0.849,0.309
2022-23,1610612763,73,1047,14.3,3.34,2.59,0.89,0.219,0.396,0.779,0.326
2023-24,1610612745,72,915,12.7,3.42,1.65,0.889,0.139,0.428,0.844,0.359
2024-25,1610612745,68,956,14.1,3.82,1.74,0.809,0.206,0.424,0.823,0.395
