season,team,games_played,pts,ppg,rpg,apg,spg,bpg,fg_pct,ft_pct,fg3_pct
2019-20,1610612744,57,503,8.82,2.07,2.35,0.614,0.175,0.333,0.798,0.279
2020-21,1610612744,51,612,12.0,1.8,1.94,0.51,0.176,0.432,0.882,0.351
2021-22,1610612744,76,1405,18.5,3.42,4.0,0.789,0.303,0.448,0.925,0.364
2022-23,1610612744,82,1675,20.4,2.74,4.5,0.768,0.256,0.43,0.87,0.336
2023-24,1610612764,78,1356,17.4,2.72,4.4,1.1,0.321,0.413,0.877,0.326
2024-25,1610612764,60,1228,20.5,3.17,4.57,1.35,0.433,0.424,0.878,0.372
